SRR28578485     143.2531311
SRR28578484     151.7451801
SRR28578303     130.8840004
SRR28578326     145.6732238
SRR28578283     129.6164269
SRR28578272     133.0766887
SRR28578261     130.8015448
SRR28578218     150.7535854
SRR28578207     142.0480967
SRR28578196     145.9352826
SRR28578483     170.0392565
SRR28578472     145.0320155
SRR28578461     145.2868437
SRR28578450     129.8445563
SRR28578439     169.7566636
SRR28578428     143.6554543
SRR28578379     134.6438728
SRR28578368     164.0949687
SRR28578357     150.2528057
SRR28578314     143.5934031
SRR28578302     145.6878861
SRR28578291     139.2583647
SRR28578248     143.1810411
SRR28578237     152.7471523
SRR28578226     144.2557342
SRR28578413     187.5248313
SRR28578402     197.8440574
SRR28578391     138.3807307
SRR28578342     131.7956768
SRR28578331     135.2141832
SRR28578325     147.1701382
SRR28578324     191.0845245
SRR28578323     148.7398269
SRR28578322     142.7089263
SRR28578321     142.5868203
SRR28578320     137.969766
SRR28578287     150.0220773
SRR28578286     128.8518503
SRR28578285     155.911366
SRR28578284     143.5118468
SRR28578282     127.4889947
SRR28578281     139.2510428
SRR28578280     138.1051722
SRR28578279     151.0340088
SRR28578278     140.9271126
SRR28578277     141.785147
SRR28578276     138.927264
SRR28578275     152.1813333
SRR28578274     145.7968208
SRR28578273     128.5262358
SRR28578271     146.2282614
SRR28578270     149.0494574
SRR28578269     157.4817642
SRR28578268     142.4607845
SRR28578267     141.8328976
SRR28578266     131.2414512
SRR28578265     140.4025497
SRR28578264     155.0227024
SRR28578263     136.3023413
SRR28578262     167.9989417
SRR28578260     144.7588587
SRR28578259     159.3491258
SRR28578258     148.457272
SRR28578257     169.2237788
SRR28578256     180.0942892
SRR28578223     170.7408817
SRR28578222     147.8890689
SRR28578221     158.6294185
SRR28578220     196.9508623
SRR28578219     178.3365735
SRR28578217     198.0742402
SRR28578216     146.0505051
SRR28578215     179.0663316
SRR28578214     171.8797744
SRR28578213     149.6450265
SRR28578212     173.687766
SRR28578211     162.4697338
SRR28578210     193.8358375
SRR28578209     181.857272
SRR28578208     136.0210918
SRR28578206     145.0601276
SRR28578205     185.6434976
SRR28578204     173.4668799
SRR28578203     184.3963519
SRR28578202     169.1448318
SRR28578201     171.7011722
SRR28578200     184.1282909
SRR28578199     182.797815
SRR28578198     176.8433797
SRR28578197     172.6886172
SRR28578195     157.6159408
SRR28578194     171.155453
SRR28578193     147.21286
SRR28578192     194.9149082
SRR28578389     191.9837135
SRR28578388     210.1314534
SRR28578387     133.2083404
SRR28578386     165.7496049
SRR28578385     174.7243894
SRR28578384     166.9999501
SRR28578482     165.9079091
SRR28578481     178.3916737
SRR28578480     165.6316971
SRR28578479     161.9896128
SRR28578478     155.3865704
SRR28578477     193.9456313
SRR28578476     178.8110923
SRR28578475     166.3202274
SRR28578474     164.8694932
SRR28578473     141.0720534
SRR28578471     165.761528
SRR28578470     160.3248269
SRR28578469     174.2795152
SRR28578468     153.9012411
SRR28578467     174.4042393
SRR28578466     156.7300018
SRR28578465     161.8366442
SRR28578464     161.1937395
SRR28578463     165.9830481
SRR28578462     170.2429267
SRR28578460     152.7796773
SRR28578459     165.3567563
SRR28578458     151.4256901
SRR28578457     175.4446031
SRR28578456     146.7291316
SRR28578455     145.603374
SRR28578454     156.0551192
SRR28578453     148.202815
SRR28578452     146.004657
SRR28578451     186.5897068
SRR28578449     160.9098653
SRR28578448     151.4828653
SRR28578447     148.0202905
SRR28578446     134.2446715
SRR28578445     160.2249188
SRR28578444     167.1644865
SRR28578443     150.6382331
SRR28578442     159.2051143
SRR28578441     152.3748751
SRR28578440     138.2622486
SRR28578438     162.1715466
SRR28578437     146.0231678
SRR28578436     129.457706
SRR28578435     150.2099086
SRR28578434     169.5042742
SRR28578433     162.5236119
SRR28578432     142.0784075
SRR28578431     176.2003766
SRR28578430     158.6165024
SRR28578429     153.35126
SRR28578427     137.2430062
SRR28578426     136.066155
SRR28578425     150.4098923
SRR28578424     132.1660194
SRR28578423     119.8675497
SRR28578422     175.5891863
SRR28578383     159.6194896
SRR28578382     198.0260428
SRR28578381     138.7655276
SRR28578380     175.1074574
SRR28578378     137.2876901
SRR28578377     137.3332627
SRR28578376     135.3282587
SRR28578375     164.0677907
SRR28578374     152.5337095
SRR28578373     151.5252618
SRR28578372     161.2778309
SRR28578371     152.7106181
SRR28578370     151.0698808
SRR28578369     160.6362313
SRR28578367     151.9023475
SRR28578366     129.3007205
SRR28578365     162.4620636
SRR28578364     157.3524344
SRR28578363     163.0489064
SRR28578362     142.1415245
SRR28578361     127.1245236
SRR28578360     157.0732203
SRR28578359     155.6583567
SRR28578358     136.5695784
SRR28578356     129.7704481
SRR28578355     159.1627201
SRR28578354     99.18067373
SRR28578353     149.194687
SRR28578352     133.0468296
SRR28578319     128.0859033
SRR28578318     141.1068159
SRR28578317     343.1520821
SRR28578316     127.0914168
SRR28578315     131.6930923
SRR28578313     147.6000521
SRR28578312     152.5254168
SRR28578311     149.1965099
SRR28578310     171.1481907
SRR28578309     135.073774
SRR28578308     241.7305996
SRR28578307     217.7852693
SRR28578306     213.0327347
SRR28578305     170.3054742
SRR28578304     190.3147616
SRR28578301     162.6870455
SRR28578300     225.5027854
SRR28578299     187.8744623
SRR28578298     202.6601647
SRR28578297     154.2234932
SRR28578296     153.5015488
SRR28578295     174.9999934
SRR28578294     201.0378962
SRR28578293     145.8807673
SRR28578292     141.7794433
SRR28578290     146.109781
SRR28578289     146.9162954
SRR28578288     175.65617
SRR28578255     139.4443316
SRR28578254     136.7770375
SRR28578253     370.5687483
SRR28578252     176.8643876
SRR28578251     133.7986605
SRR28578250     171.5117272
SRR28578249     166.6167912
SRR28578247     131.6842208
SRR28578246     178.9852675
SRR28578245     167.595819
SRR28578244     144.1452834
SRR28578243     172.9373903
SRR28578242     148.9094415
SRR28578241     146.6088375
SRR28578240     148.0394097
SRR28578239     146.7996221
SRR28578238     149.3603196
SRR28578236     143.2360013
SRR28578235     140.8784331
SRR28578234     138.5926556
SRR28578233     149.1481951
SRR28578232     146.8668857
SRR28578231     148.8185501
SRR28578230     153.4541801
SRR28578229     143.8012252
SRR28578228     150.0290728
SRR28578227     161.785728
SRR28578225     144.9497616
SRR28578224     136.3997307
SRR28578421     146.7556499
SRR28578420     143.6487166
SRR28578419     158.6755682
SRR28578418     164.485064
SRR28578417     154.6393682
SRR28578416     162.6985386
SRR28578415     159.4969642
SRR28578414     150.6021563
SRR28578412     145.4088614
SRR28578411     134.9963801
SRR28578410     156.1433395
SRR28578409     155.460226
SRR28578408     142.5423647
SRR28578407     143.7154675
SRR28578406     128.8869347
SRR28578405     150.6782901
SRR28578404     151.5545029
SRR28578403     153.3908949
SRR28578401     145.1757404
SRR28578400     154.7573395
SRR28578399     162.6256742
SRR28578398     154.4668419
SRR28578397     184.2081532
SRR28578396     182.1584799
SRR28578395     156.9410693
SRR28578394     162.5399506
SRR28578393     180.1123501
SRR28578392     145.0870949
SRR28578390     142.2964826
SRR28578351     164.6562349
SRR28578350     148.0059046
SRR28578349     165.4628848
SRR28578348     143.8568675
SRR28578347     174.9672649
SRR28578346     133.5743461
SRR28578345     147.1783241
SRR28578344     154.2741894
SRR28578343     131.2188075
SRR28578341     148.5623082
SRR28578340     160.5201294
SRR28578339     150.0300627
SRR28578338     142.750268
SRR28578337     166.2543219
SRR28578336     162.7860442
SRR28578335     152.7214305
SRR28578334     149.8982976
SRR28578333     142.7828163
SRR28578332     158.3161391
SRR28578330     192.9998283
SRR28578329     142.268366
SRR28578328     144.3896583
SRR28578327     132.4213863
